65	9	439
720	9	26603
849	10	13402
1122	9	23212
2443	9	5163
2460	9	9748
2945	9	2944
4446	9	1807
6048	9	22594
6093	10	24981
6789	9	2507
6882	9	10563
7534	9	18226
8634	9	19910
9303	9	21981
9481	9	158
9572	9	9571
9873	9	35523
11632	9	24469
13100	9	9481
14237	9	14236
14339	9	16095
15601	10	15600
16624	9	15794
17500	9	17499
17534	9	12584
17935	9	35175
18458	9	31641
18557	9	18725
19537	9	28961
21248	9	11908
25017	9	18392
26452	9	7754
28399	9	24687
28523	9	16965
28882	9	3696
29771	9	3592
30990	9	28312
34810	9	22728
36533	9	24287
38057	9	30720
38116	9	9
