19	0	29519
40	0	9353
46	0	14274
60	2	6577
78	5	172
103	0	9917
119	0	2748
268	0	17555
304	0	25231
332	0	1287
469	0	14498
493	0	1629
511	0	15897
516	0	292
522	0	16646
561	0	5278
622	0	8078
658	0	13432
737	0	704
739	0	912
829	0	1677
903	5	5742
912	0	7047
931	0	2275
1002	0	15449
1020	0	3141
1070	0	17546
1079	0	2918
1104	0	7945
1110	0	20337
1118	5	172
1142	0	4722
1154	0	18959
1196	5	12328
1202	0	14475
1294	0	25140
1311	0	896
1328	0	608
1366	0	29
1398	0	19101
1444	0	9048
1482	0	13752
1494	0	15383
1511	0	15914
1521	0	532
1533	0	604
1538	0	8355
1583	0	129
1595	5	914
1637	0	5616
1708	0	8438
1788	0	22163
1838	0	11464
1864	0	1703
1935	0	7945
1947	0	1249
2003	0	4127
2004	0	30642
2030	0	1832
2151	0	4180
2245	0	2918
2315	0	3918
2379	0	14652
2381	2	12273
2408	0	9048
2434	0	16266
2562	0	608
2655	0	9806
2664	0	2624
2692	0	10487
2760	0	11134
2813	0	3170
2863	0	6499
2872	0	17555
2887	0	2938
2901	0	30222
2940	0	23340
2970	0	8651
3018	0	27173
3034	2	1137
3046	0	140
3066	0	8076
3083	0	26431
3169	0	3813
3210	5	1819
3215	0	7911
3223	0	3161
3254	0	2886
3303	0	10707
3331	5	16655
3387	0	19840
3395	0	184
3509	0	3407
3528	0	10834
3621	0	9758
3729	0	20717
3761	0	8987
3771	0	5644
3785	0	28084
3850	0	160
3855	0	3909
3895	0	3721
3947	0	12235
3969	0	3582
4015	0	32323
4037	0	16708
4130	0	3621
4146	0	37135
4197	0	8050
4299	0	1562
4316	0	1500
4319	2	1136
4362	0	8787
4385	0	4940
4393	0	21188
4423	0	24850
4425	0	9880
4461	0	19310
4485	0	608
4491	0	19288
4522	0	9758
4541	0	2723
4555	0	1115
4563	0	12505
4582	0	23340
4594	0	5891
4608	0	3699
4665	0	6717
4686	0	9935
4722	0	2807
4747	0	22951
4871	0	1244
4895	0	8093
4984	0	73
5040	0	220
5046	5	5363
5109	0	22368
5134	2	4633
5147	0	2497
5185	0	13336
5209	0	184
5245	0	33893
5259	0	9217
5300	0	27067
5315	0	18408
5335	5	9988
5409	0	9991
5443	2	1773
5449	0	9435
5466	0	115
5590	0	2110
5633	0	4663
5741	0	1817
5768	0	1444
5785	0	26217
5788	0	7027
5886	0	51
5940	0	532
5949	0	3779
5974	0	9758
5975	0	8327
6028	0	29623
6037	0	39187
6054	0	4123
6058	0	5378
6069	0	37345
6074	0	11052
6111	0	23960
6386	0	26454
6493	0	3567
6504	0	17314
6513	0	650
6533	0	4369
6540	0	6677
6546	0	4367
6564	0	11337
6578	0	5973
6630	0	4722
6695	0	32813
6743	0	8355
6782	5	5167
6890	0	36281
6916	0	19429
6944	0	1701
6955	0	2697
6989	0	2604
7005	0	9367
7024	0	6752
7118	0	3978
7188	0	11737
7196	0	3712
7231	0	16733
7245	0	31986
7275	0	36151
7324	2	12273
7328	0	5714
7396	0	39
7397	0	296
7442	0	12505
7449	0	7095
7451	0	9653
7458	5	985
7486	0	7078
7495	0	883
7498	0	883
7540	0	2723
7580	0	34614
7590	5	2566
7681	0	249
7700	2	4168
7751	0	3712
7793	0	608
7848	5	914
7886	0	12463
8027	0	17129
8108	0	3229
8110	0	12168
8162	2	27707
8168	0	13192
8198	0	20655
8199	0	15331
8240	5	4701
8260	0	7895
8288	0	2687
8306	2	25327
8334	2	35737
8415	2	7033
8455	0	14334
8545	0	324
8572	0	5856
8574	0	5381
8577	2	916
8639	0	3289
8643	0	1819
8662	0	716
8767	0	2776
8811	0	2340
8848	5	14818
8852	0	7403
8883	0	5790
8913	0	3779
8973	0	15567
9012	5	7786
9014	0	13840
9021	2	741
9037	0	3099
9074	0	2243
9102	2	593
9119	0	21826
9225	0	178
9258	2	916
9267	0	1292
9298	0	3163
9320	0	2318
9335	5	2139
9371	0	5623
9455	0	23399
9536	0	265
9578	0	473
9588	0	1406
9620	0	3716
9637	5	1981
9658	0	22831
9720	0	4743
9757	0	608
9794	0	26796
9842	0	3579
9877	5	6166
9889	0	38560
9928	0	5616
9939	2	2580
9995	0	1520
10063	0	8348
10121	0	248
10124	0	25426
10135	5	2978
10160	0	15134
10184	0	28333
10203	0	23680
10215	0	5164
10241	0	10481
10303	0	1380
10347	0	12311
10380	0	1964
10443	2	121
10506	0	296
10520	0	24854
10734	0	10886
10738	0	8594
10757	0	3459
10826	0	26562
10884	0	12402
10953	0	273
10960	0	16571
10966	0	6448
11007	0	39628
11049	0	722
11058	2	6577
11196	0	24534
11205	5	232
11212	0	1856
11281	0	184
11304	0	19910
11333	0	1873
11433	0	2275
11437	0	427
11449	2	6220
11479	0	4865
11480	2	1534
11490	2	2023
11495	0	4791
11546	0	4442
11600	0	13047
11636	0	4446
11689	0	15537
11759	2	10987
11766	5	10754
11888	0	36918
11891	5	16320
11922	0	14898
12013	0	296
12211	0	6042
12231	0	16476
12322	0	4550
12327	0	411
12330	0	11599
12358	2	4168
12381	0	1474
12395	0	4161
12507	0	13404
12541	0	2054
12545	0	1244
12551	0	7485
12641	0	39
12660	0	1095
12683	0	9758
12696	0	1750
12699	0	2137
12758	0	980
12959	0	12265
12960	0	23054
12974	0	265
13023	0	239
13049	0	4990
13094	2	1214
13128	0	959
13143	0	586
13147	2	3869
13163	0	5488
13171	0	2104
13220	2	6815
13238	0	3407
13239	0	284
13300	0	11301
13347	0	26570
13350	0	29456
13394	0	3459
13398	0	71
13466	0	39
13484	5	2971
13510	0	34706
13521	0	427
13524	0	292
13604	2	251
13606	0	5759
13699	0	5381
13773	0	27141
13776	2	121
13842	0	11910
13887	0	3443
13939	0	7027
13988	0	168
13991	0	6823
13999	0	37238
14001	0	36202
14004	0	25065
14212	0	14737
14223	0	608
14231	0	7944
14233	0	2918
14235	0	20549
14242	0	292
14278	0	7240
14366	0	24327
14412	0	20621
14428	0	772
14487	0	1244
14563	2	35454
14576	5	2971
14588	2	121
14631	0	3275
14647	0	13213
14758	0	9787
14814	0	292
14866	0	3633
14888	0	2518
14893	0	27550
14951	5	6776
14974	0	14973
15011	0	1542
15067	0	18496
15119	0	296
15158	0	40846
15177	0	292
15205	0	265
15231	0	532
15250	5	2644
15261	0	14295
15287	2	121
15305	5	2978
15312	0	12860
15345	5	4450
15364	0	4369
15427	0	134
15469	0	6418
15472	0	25385
15523	0	2604
15533	0	7387
15542	0	22049
15553	0	160
15582	0	4030
15599	5	6014
15602	0	4367
15613	0	15381
15635	5	5742
15657	0	4985
15727	0	20842
15734	0	184
15736	0	1677
15769	0	1784
15782	0	21097
15792	0	3763
15804	0	10824
15936	0	23068
15952	0	3163
15981	0	1328
16022	5	914
16023	0	4958
16065	0	36140
16074	0	18268
16082	0	19592
16130	0	10326
16182	0	239
16200	0	1852
16257	0	23562
16304	0	30127
16318	0	5178
16346	0	16005
16378	0	2054
16437	0	26208
16469	0	178
16507	0	184
16522	0	3780
16533	0	2697
16542	0	4523
16624	0	8260
16634	0	9747
16649	0	11808
16669	2	916
16675	0	11522
16732	0	10532
16737	0	2582
16880	0	18633
17003	0	479
17014	2	3167
17047	0	13439
17141	0	21055
17202	0	12720
17206	0	4193
17241	0	17150
17282	0	228
17309	0	30810
17345	0	3969
17370	0	5856
17395	0	7902
17401	0	239
17408	0	4099
17450	0	1095
17519	0	3716
17532	0	39
17745	2	1137
17745	5	774
17759	0	2861
17807	0	1244
17837	0	7272
17844	0	7120
17883	0	18836
17924	0	7315
17933	0	160
17946	0	26351
17970	0	4765
18018	2	916
18029	0	8812
18072	0	1880
18106	0	278
18159	0	17493
18160	0	1200
18271	0	3443
18317	0	16471
18333	0	1929
18415	5	2176
18451	5	1238
18478	2	2023
18563	0	4302
18603	5	172
18621	0	39
18632	0	15264
18671	0	11241
18713	0	2318
18716	0	37537
18778	0	5314
18854	0	7016
18855	0	2060
18918	0	15687
18961	2	7
18986	0	2482
18988	0	27345
18992	0	780
19055	0	772
19058	0	2497
19086	2	1326
19156	0	89
19162	0	18654
19163	0	18538
19165	0	2969
19172	0	15730
19202	0	12252
19211	0	4744
19256	5	9528
19317	0	1107
19322	5	7288
19351	0	265
19366	0	20234
19380	0	26217
19390	0	4369
19429	0	239
19442	2	1137
19479	5	4701
19488	0	3006
19561	2	12788
19621	0	11241
19623	0	1730
19654	0	38248
19679	0	5394
19754	0	4059
19768	0	5156
19843	0	2682
19922	0	8858
19923	0	13346
19936	0	239
19951	0	20010
19994	0	1378
20006	0	608
20014	0	14262
20027	2	9746
20030	0	13734
20046	0	4696
20079	0	4369
20088	5	3785
20115	2	2580
20124	0	14100
20145	0	11015
20175	0	7143
20226	0	13887
20278	2	2023
20314	5	172
20341	2	121
20348	0	11447
20387	0	51
20402	0	16155
20413	0	1973
20428	0	3527
20434	0	21190
20438	0	11301
20504	0	11647
20629	0	10089
20641	0	36866
20729	0	30962
20750	0	1929
20760	0	25127
20767	0	239
20768	0	17402
20774	0	8060
20777	0	30968
20832	0	2453
20833	0	14547
20860	5	2566
20898	0	9048
20914	0	1967
20939	0	2215
21026	0	306
21092	0	5178
21124	0	14843
21130	2	121
21174	5	2295
21181	5	232
21253	0	5982
21281	0	428
21282	0	15062
21289	0	18268
21406	0	608
21449	0	12858
21493	0	24309
21505	0	296
21523	0	5914
21537	0	1027
21543	0	14367
21561	0	39
21619	5	1981
21641	0	8412
21673	0	26120
21697	0	2070
21703	2	1136
21737	0	2589
21749	0	16741
21811	0	278
21858	0	14369
21862	0	39
21874	0	278
21912	0	22347
21930	0	12252
21977	5	16419
21987	0	20963
22017	0	883
22068	0	29955
22074	5	172
22077	5	6956
22121	0	351
22133	0	1730
22137	5	3531
22145	0	267
22172	0	11068
22243	0	13777
22355	0	11595
22395	0	5140
22400	2	2183
22467	0	22049
22501	2	1326
22504	0	7152
22610	0	27194
22680	2	121
22690	0	9531
22767	5	6095
22785	0	5734
22793	0	3538
22804	0	9256
22889	0	11852
22923	0	28916
23035	0	2497
23066	0	10976
23083	0	26718
23138	0	1929
23185	0	85
23212	0	2918
23226	0	34449
23271	0	7641
23277	0	13709
23282	0	1690
23298	0	37796
23301	0	6286
23311	5	666
23317	0	6977
23390	0	40586
23462	0	5675
23501	0	1668
23511	0	15656
23526	0	9730
23590	0	12772
23606	0	4877
23628	0	2614
23642	0	26543
23644	0	37462
23647	0	1338
23722	0	20561
23744	0	296
23758	0	239
23779	0	17423
23792	0	30977
23795	2	2580
23802	0	21987
23816	0	13145
23871	0	918
23886	0	6769
23888	0	1730
23939	0	929
23942	0	26928
23949	5	212
23961	0	6776
23980	0	3787
23982	0	37653
24011	0	12474
24031	0	7047
24036	5	2176
24056	0	9777
24070	0	18975
24094	0	123
24128	0	8842
24159	0	12803
24226	0	239
24323	0	3621
24327	0	3027
24430	0	2060
24455	0	7235
24513	0	4550
24515	2	20288
24523	0	8582
24542	0	21434
24552	2	8531
24577	0	6103
24592	0	13837
24594	5	1819
24621	2	17930
24630	0	22399
24650	0	27939
24652	0	26678
24676	0	24224
24780	0	39997
24829	0	20017
24840	0	14776
24884	0	284
24894	0	7247
24953	0	13135
24972	0	1142
24984	0	232
25033	0	4030
25039	0	2409
25046	2	121
25047	0	19223
25065	0	4789
